user,item,score
294,998,40.0
294,135,60.0
294,2899,20.0
294,1377,40.0
294,1562,40.0
294,2005,60.0
294,1702,40.0
294,1198,80.0
294,2054,60.0
294,3168,80.0
294,260,100.0
294,2968,80.0
294,2006,40.0
294,1005,20.0
294,1275,100.0
294,3424,40.0
294,2915,100.0
294,2431,80.0
294,267,20.0
294,552,40.0
294,378,20.0
294,673,80.0
294,239,60.0
294,2858,60.0
294,153,60.0
294,1883,100.0
294,2387,80.0
294,44,60.0
294,3524,40.0
294,255,20.0
294,2321,40.0
294,2167,60.0
294,2421,40.0
294,2088,20.0
294,2798,20.0
294,345,80.0
294,1440,20.0
294,1500,80.0
294,2779,40.0
294,1855,80.0
294,435,80.0
294,1582,20.0
294,2302,60.0
294,2046,40.0
294,3763,60.0
294,3774,20.0
294,3254,40.0
294,2301,100.0
294,2073,60.0
294,296,80.0
294,3248,20.0
294,3534,60.0
294,2306,60.0
294,2736,80.0
294,590,60.0
294,810,20.0
294,2000,80.0
294,3507,60.0
294,3099,40.0
294,653,20.0
294,3685,60.0
294,1731,20.0
294,1194,100.0
294,1367,60.0
294,1135,80.0
294,1617,60.0
294,2371,40.0
294,1127,40.0
294,3525,100.0
294,1968,60.0
294,3388,20.0
294,910,80.0
294,2748,40.0
294,2,60.0
294,3301,40.0
294,2149,80.0
294,2961,60.0
294,1732,100.0
294,3,20.0
294,546,20.0
294,70,80.0
294,1445,60.0
294,3398,60.0
294,514,40.0
294,3130,40.0
294,3104,60.0
294,1291,60.0
294,2064,80.0
294,1374,80.0
294,356,100.0
294,1204,100.0
294,2470,40.0
294,1376,100.0
294,711,40.0
294,1461,20.0
294,1784,60.0
294,420,40.0
294,2253,60.0
294,3552,100.0
294,1030,40.0
294,2194,80.0
294,2115,60.0
294,2010,60.0
294,1396,80.0
294,852,60.0
294,1091,60.0
294,2450,20.0
294,2605,40.0
294,2013,40.0
294,539,60.0
294,597,20.0
294,1588,60.0
294,3175,60.0
294,3873,60.0
294,3031,20.0
294,587,40.0
294,1276,60.0
294,858,100.0
294,1923,20.0
294,2078,80.0
294,2423,80.0
294,2195,60.0
294,3544,60.0
294,303,60.0
294,2950,40.0
294,1381,20.0
294,1919,20.0
294,3253,80.0
294,1126,40.0
294,1379,20.0
294,3041,80.0
294,2023,60.0
294,489,60.0
294,3489,60.0
294,47,40.0
294,3412,40.0
294,1552,40.0
294,157,60.0
294,2723,40.0
294,50,60.0
294,1197,80.0
294,1375,80.0
294,2683,20.0
294,2699,20.0
294,325,40.0
294,2081,20.0
294,2109,60.0
294,3608,20.0
294,2042,40.0
294,2871,60.0
294,1911,20.0
294,2720,40.0
294,2406,40.0
294,637,60.0
294,3543,60.0
294,441,100.0
294,3255,60.0
294,3705,60.0
294,3361,40.0
294,2053,20.0
294,2002,60.0
294,173,60.0
294,1967,40.0
294,1884,100.0
294,2249,60.0
294,919,40.0
294,1018,20.0
294,3363,80.0
294,3210,80.0
294,466,20.0
294,19,40.0
294,952,80.0
294,2616,20.0
294,333,20.0
294,2060,40.0
294,551,80.0
294,1676,60.0
294,3401,20.0
294,434,20.0
294,21,60.0
294,3421,100.0
294,586,40.0
294,1196,80.0
294,866,80.0
294,543,40.0
294,2243,40.0
294,1441,80.0
294,3263,20.0
294,455,20.0
294,1270,60.0
294,2148,100.0
294,293,60.0
294,3208,20.0
294,368,80.0
294,357,40.0
294,69,80.0
294,2355,60.0
294,417,100.0
294,3072,20.0
294,497,80.0
294,592,60.0
294,2642,20.0
294,2918,80.0
294,1261,80.0
294,1845,60.0
294,372,20.0
294,2468,40.0
294,1356,80.0
294,2796,60.0
294,2011,60.0
294,1615,40.0
294,2750,40.0
294,999,40.0
294,433,40.0
294,2447,80.0
294,588,60.0
294,2027,20.0
294,2278,60.0
294,2916,40.0
294,317,40.0
294,2296,20.0
294,1210,80.0
294,2561,60.0
294,1476,40.0
294,1711,40.0
294,1663,80.0
294,2161,60.0
294,2136,60.0
294,2111,40.0
294,1953,80.0
294,2700,60.0
294,2124,60.0
294,2502,80.0
294,258,20.0
294,180,40.0
294,2003,80.0
294,107,60.0
294,3040,100.0
294,3690,60.0
294,532,40.0
294,3701,40.0
294,431,80.0
294,6,60.0
294,500,60.0
294,1285,60.0
294,1806,40.0
295,1466,80.0
295,3755,10.0
295,1193,100.0
295,32587,70.0
295,6016,80.0
295,7438,90.0
295,4973,90.0
295,1201,70.0
295,1729,70.0
295,1089,100.0
295,1020,50.0
295,555,100.0
295,44555,100.0
295,79132,100.0
295,70,100.0
295,912,80.0
295,1488,100.0
295,4226,90.0
295,6874,90.0
295,18,70.0
295,2719,10.0
295,1375,10.0
295,68157,100.0
295,296,100.0
295,2959,90.0
295,50,100.0
295,362,90.0
296,2571,90.0
296,356,100.0
296,318,100.0
296,110,100.0
296,527,90.0
296,171765,70.0
296,2628,20.0
296,79132,100.0
296,1201,100.0
296,1704,100.0
296,180031,70.0
296,31364,100.0
296,48394,90.0
296,7156,90.0
296,166528,40.0
296,296,90.0
296,2959,100.0
296,5618,90.0
297,164,40.0
297,748,20.0
297,70,40.0
297,836,20.0
297,1407,20.0
297,849,20.0
297,50,100.0
297,292,40.0
297,692,20.0
297,1004,40.0
297,1422,20.0
297,1732,100.0
297,733,60.0
297,736,20.0
297,349,80.0
297,95,20.0
297,185,20.0
297,1556,20.0
297,457,80.0
297,587,20.0
297,22,40.0
297,1608,60.0
297,608,80.0
297,1617,80.0
297,1597,40.0
297,1573,80.0
297,540,20.0
297,1358,80.0
297,786,20.0
297,1610,60.0
297,1343,80.0
297,481,60.0
297,589,60.0
297,1037,40.0
297,1616,60.0
297,225,60.0
297,707,60.0
297,377,40.0
297,288,80.0
297,47,80.0
297,172,20.0
297,1518,40.0
297,628,60.0
297,319,100.0
297,1483,20.0
297,494,40.0
297,161,40.0
297,1620,40.0
298,1916,60.0
298,74789,10.0
298,1320,60.0
298,6867,50.0
298,62511,30.0
298,107406,60.0
298,103048,60.0
298,46723,20.0
298,111659,20.0
298,6385,10.0
298,8641,80.0
298,93270,30.0
298,4228,60.0
298,90376,70.0
298,2858,80.0
298,3996,60.0
298,96737,60.0
298,4226,60.0
298,33794,60.0
298,47,80.0
298,34048,50.0
298,3300,40.0
298,103539,50.0
298,1587,60.0
298,3977,10.0
298,56715,60.0
298,106916,70.0
298,68659,10.0
298,67267,40.0
298,55241,10.0
298,4069,10.0
298,4886,60.0
298,93840,60.0
298,54995,50.0
298,64614,60.0
298,45732,10.0
298,36401,10.0
298,112623,60.0
298,51412,10.0
298,886,10.0
298,68237,80.0
298,102481,10.0
298,45722,50.0
298,356,60.0
298,63479,40.0
298,5816,60.0
298,50,70.0
298,83613,40.0
298,41569,60.0
298,134393,10.0
298,58047,50.0
298,64839,60.0
298,2716,60.0
298,260,80.0
298,26471,80.0
298,78209,70.0
298,4344,40.0
298,3527,70.0
298,2826,60.0
298,2700,80.0
298,127202,60.0
298,5608,50.0
298,5872,50.0
298,102125,60.0
298,589,80.0
298,96616,40.0
298,4639,10.0
298,69644,10.0
298,84772,10.0
298,79592,20.0
298,57669,50.0
298,57368,60.0
298,5954,60.0
298,3593,10.0
298,35836,60.0
298,126548,40.0
298,31685,40.0
298,8907,10.0
298,1202,60.0
298,3791,50.0
298,2542,60.0
298,71248,20.0
298,101025,10.0
298,4248,10.0
298,95088,60.0
298,47610,40.0
298,3752,60.0
298,49396,60.0
298,2628,60.0
298,3955,20.0
298,102033,50.0
298,53318,50.0
298,5524,10.0
298,8961,40.0
298,3698,50.0
298,5945,50.0
298,3987,10.0
298,87520,20.0
298,44199,50.0
298,61323,60.0
298,1206,70.0
298,80463,30.0
298,1517,50.0
298,7153,80.0
298,3316,20.0
298,54256,50.0
298,53993,10.0
298,2572,50.0
298,60040,50.0
298,76093,60.0
298,608,60.0
298,1591,30.0
298,61160,50.0
298,55269,50.0
298,8950,40.0
298,6333,50.0
298,1244,60.0
298,163,50.0
298,5505,30.0
298,112556,60.0
298,3409,20.0
298,109487,60.0
298,3307,60.0
298,7323,30.0
298,5502,30.0
298,5459,40.0
298,3984,60.0
298,60161,80.0
298,102123,30.0
298,55292,10.0
298,86377,80.0
298,1584,50.0
298,1201,80.0
298,33493,60.0
298,1230,60.0
298,149352,10.0
298,81834,60.0
298,34336,10.0
298,2529,70.0
298,2,10.0
298,60684,70.0
298,7147,40.0
298,34523,40.0
298,63113,30.0
298,46976,40.0
298,33646,50.0
298,6702,10.0
298,4020,20.0
298,6548,30.0
298,2772,70.0
298,36525,50.0
298,85401,50.0
298,40815,60.0
298,44840,50.0
298,7346,50.0
298,134368,20.0
298,45728,50.0
298,1220,70.0
298,94953,30.0
298,84152,60.0
298,59615,90.0
298,4973,60.0
298,27904,60.0
298,231,50.0
298,1221,70.0
298,3793,50.0
298,6016,50.0
298,3552,60.0
298,4700,10.0
298,91128,50.0
298,6979,50.0
298,97836,10.0
298,104241,60.0
298,778,70.0
298,6870,40.0
298,110,60.0
298,1884,70.0
298,89087,10.0
298,58998,60.0
298,74946,10.0
298,1288,80.0
298,4014,50.0
298,6773,60.0
298,34150,10.0
298,6539,50.0
298,3897,70.0
298,6942,40.0
298,62956,60.0
298,132046,10.0
298,3617,50.0
298,52885,80.0
298,104211,50.0
298,95441,40.0
298,6554,10.0
298,6535,10.0
298,87298,30.0
298,2724,10.0
298,2012,60.0
298,5220,10.0
298,6957,50.0
298,6709,60.0
298,1255,60.0
298,139642,40.0
298,6534,50.0
298,94777,50.0
298,88125,60.0
298,4011,60.0
298,40732,50.0
298,8361,30.0
298,72641,30.0
298,138036,40.0
298,103228,70.0
298,5254,50.0
298,55261,30.0
298,2924,60.0
298,118696,60.0
298,2692,60.0
298,71205,30.0
298,8531,50.0
298,4980,60.0
298,158238,40.0
298,1107,10.0
298,3949,50.0
298,3994,20.0
298,1963,80.0
298,6188,60.0
298,106920,40.0
298,367,50.0
298,55290,60.0
298,8958,60.0
298,105844,50.0
298,1882,10.0
298,4823,30.0
298,112138,40.0
298,5218,40.0
298,86332,70.0
298,103980,60.0
298,16,80.0
298,1387,60.0
298,180,70.0
298,44191,70.0
298,71520,20.0
298,3254,50.0
298,5564,10.0
298,4167,10.0
298,7367,10.0
298,59258,10.0
298,3471,50.0
298,78574,50.0
298,3481,80.0
298,149354,10.0
298,5956,60.0
298,54259,50.0
298,96610,80.0
298,31225,50.0
298,69526,40.0
298,1,40.0
298,3462,80.0
298,1215,60.0
298,104,70.0
298,62113,30.0
298,46972,10.0
298,2959,100.0
298,6711,60.0
298,84615,40.0
298,4975,50.0
298,62434,30.0
298,5219,40.0
298,1753,40.0
298,4340,30.0
298,3861,10.0
298,80693,10.0
298,8814,10.0
298,127098,60.0
298,7438,80.0
298,65261,60.0
298,8957,60.0
298,2706,60.0
298,85022,50.0
298,56587,40.0
298,1676,70.0
298,73319,10.0
298,80549,40.0
298,4022,50.0
298,112183,70.0
298,74916,50.0
298,3863,50.0
298,108945,50.0
298,4388,40.0
298,1275,50.0
298,3210,60.0
298,93363,60.0
298,2918,60.0
298,5445,60.0
298,5941,40.0
298,2502,60.0
298,56801,40.0
298,4018,40.0
298,293,70.0
298,7325,50.0
298,5128,40.0
298,133771,60.0
298,4489,60.0
298,8873,60.0
298,106782,60.0
298,32,80.0
298,3033,70.0
298,59421,10.0
298,1200,80.0
298,741,70.0
298,122882,60.0
298,112852,80.0
298,3421,60.0
298,4734,80.0
298,102993,60.0
298,750,60.0
298,1060,70.0
298,5673,60.0
298,140711,10.0
298,59725,10.0
298,8368,60.0
298,2371,70.0
298,296,90.0
298,6708,60.0
298,103984,70.0
298,101112,30.0
298,52973,60.0
298,3624,30.0
298,94677,40.0
298,1089,80.0
298,3510,10.0
298,4015,40.0
298,1208,80.0
298,5784,10.0
298,69524,80.0
298,60950,80.0
298,79695,50.0
298,173,40.0
298,61024,60.0
298,5943,10.0
298,122886,80.0
298,1210,90.0
298,96588,60.0
298,54281,60.0
298,53996,40.0
298,51662,60.0
298,127198,60.0
298,1222,80.0
298,7022,60.0
298,87306,60.0
298,52245,10.0
298,37733,30.0
298,2485,10.0
298,4149,40.0
298,87485,10.0
298,1527,80.0
298,135567,50.0
298,91630,80.0
298,1285,50.0
298,1196,80.0
298,114935,60.0
298,104374,50.0
298,51084,10.0
298,7373,80.0
298,122892,70.0
298,5349,50.0
298,3052,60.0
298,8914,80.0
298,106918,50.0
298,5992,50.0
298,5151,40.0
298,2671,10.0
298,6959,10.0
298,2916,80.0
298,87232,70.0
298,6338,10.0
298,51540,60.0
298,4900,50.0
298,2193,60.0
298,111364,40.0
298,106072,60.0
298,4223,50.0
298,7458,10.0
298,56941,10.0
298,108932,60.0
298,48877,40.0
298,51255,40.0
298,5952,80.0
298,45447,10.0
298,3253,60.0
298,4963,50.0
298,59022,50.0
298,1247,80.0
298,103341,60.0
298,59900,60.0
298,32587,70.0
298,2144,60.0
298,67087,80.0
298,86320,10.0
298,48774,40.0
298,62155,20.0
298,5900,50.0
298,65642,80.0
298,101864,30.0
298,6807,50.0
298,36537,50.0
298,5942,40.0
298,6537,60.0
298,1954,50.0
298,5530,10.0
298,86911,60.0
298,112552,70.0
298,55830,40.0
298,3821,40.0
298,79553,10.0
298,6879,50.0
298,80489,70.0
298,33495,10.0
298,1690,40.0
298,6953,40.0
298,86880,40.0
298,8636,50.0
298,539,40.0
298,48516,60.0
298,4238,50.0
298,2416,60.0
298,3868,60.0
298,89745,70.0
298,52328,60.0
298,1466,40.0
298,53972,50.0
298,115569,60.0
298,76251,40.0
298,55118,40.0
298,56251,60.0
298,115713,50.0
298,353,50.0
298,79134,50.0
298,85367,10.0
298,318,70.0
298,4979,60.0
298,6059,40.0
298,88129,60.0
298,27156,80.0
298,39183,40.0
298,3688,30.0
298,6365,60.0
298,6350,60.0
298,8972,40.0
298,2060,60.0
298,8464,40.0
298,5014,10.0
298,54503,80.0
298,112290,60.0
298,48780,40.0
298,6754,50.0
298,8528,60.0
298,1036,60.0
298,85780,50.0
298,103141,60.0
298,5225,70.0
298,79132,70.0
298,6863,60.0
298,89864,60.0
298,4720,10.0
298,4246,50.0
298,89492,50.0
298,69844,60.0
298,37729,70.0
298,32031,10.0
298,4878,70.0
298,3285,40.0
298,6283,90.0
298,2169,30.0
298,4993,80.0
298,4306,40.0
298,3751,50.0
298,8949,70.0
298,1291,80.0
298,71282,60.0
298,858,100.0
298,66371,50.0
298,38061,70.0
298,72011,30.0
298,480,80.0
298,46970,40.0
298,45499,50.0
298,2931,80.0
298,5785,60.0
298,3686,50.0
298,1175,50.0
298,84374,10.0
298,129354,10.0
298,3979,60.0
298,119145,70.0
298,6440,60.0
298,5989,60.0
298,3511,30.0
298,2195,60.0
298,84944,30.0
298,3301,50.0
298,111759,60.0
298,64231,50.0
298,56367,70.0
298,1748,80.0
298,63082,20.0
298,6378,50.0
298,2115,70.0
298,90249,20.0
298,69606,30.0
298,2672,10.0
298,49651,60.0
298,5419,20.0
298,8622,50.0
298,3702,40.0
298,5620,10.0
298,4733,60.0
298,117529,60.0
298,2424,10.0
298,4641,70.0
298,103249,40.0
298,60756,60.0
298,62250,40.0
298,5363,40.0
298,71745,10.0
298,7173,40.0
298,112370,50.0
298,2003,70.0
298,73266,10.0
298,5401,30.0
298,81932,60.0
298,68319,50.0
298,54004,10.0
298,3578,70.0
298,8533,20.0
298,2791,60.0
298,4448,50.0
298,5283,40.0
298,1240,80.0
298,3037,70.0
298,2134,60.0
298,6297,40.0
298,555,60.0
298,1127,80.0
298,56775,40.0
298,68157,60.0
298,7048,40.0
298,81845,50.0
298,1653,40.0
298,36535,40.0
298,165,60.0
298,81018,40.0
298,2325,10.0
298,413,60.0
298,58156,30.0
298,1921,80.0
298,1213,80.0
298,65514,40.0
298,1779,40.0
298,1228,70.0
298,2019,60.0
298,3646,30.0
298,77561,70.0
298,71264,60.0
298,131013,30.0
298,1439,50.0
298,5378,60.0
298,6586,50.0
298,3717,50.0
298,81156,60.0
298,91542,60.0
298,4995,60.0
298,30812,50.0
298,73017,60.0
298,6620,60.0
298,6213,10.0
298,3536,50.0
298,79091,50.0
298,4643,40.0
298,85881,50.0
298,33145,20.0
298,1265,70.0
298,58315,10.0
298,6377,50.0
298,91529,60.0
298,2843,40.0
298,106491,20.0
298,45672,50.0
298,1580,60.0
298,6503,20.0
298,6564,30.0
298,74532,10.0
298,6281,30.0
298,4447,20.0
298,1274,80.0
298,4153,10.0
298,2321,10.0
298,91323,40.0
298,4974,20.0
298,45720,50.0
298,112911,10.0
298,72405,50.0
298,1732,100.0
298,2011,60.0
298,122924,30.0
298,109374,70.0
298,30793,20.0
298,4896,60.0
298,2723,40.0
298,86882,60.0
298,7099,70.0
298,88140,60.0
298,2469,80.0
298,55280,10.0
298,57951,10.0
298,111743,10.0
298,58559,70.0
298,62849,70.0
298,8784,50.0
298,1625,30.0
298,45726,10.0
298,4343,40.0
298,65982,60.0
298,3784,10.0
298,1198,90.0
298,110102,60.0
298,4255,60.0
298,69069,30.0
298,34405,80.0
298,61132,60.0
298,48738,60.0
298,7451,60.0
298,6541,40.0
298,5266,20.0
298,2232,60.0
298,4085,50.0
298,106489,70.0
298,442,40.0
298,88163,60.0
298,3948,50.0
298,4992,10.0
298,69436,10.0
298,924,80.0
298,91658,40.0
298,94959,60.0
298,5573,40.0
298,2694,50.0
298,3981,10.0
298,208,50.0
298,92420,60.0
298,30707,60.0
298,27773,80.0
298,42011,20.0
298,1968,70.0
298,223,80.0
298,1923,50.0
298,1270,70.0
298,30825,40.0
298,7317,60.0
298,52458,50.0
298,54272,70.0
298,4299,20.0
298,76175,20.0
298,1197,60.0
298,39444,50.0
298,5110,70.0
298,2109,80.0
298,8376,70.0
298,2571,80.0
298,4718,60.0
298,4270,30.0
298,7361,50.0
298,1266,70.0
298,34437,60.0
298,7162,50.0
298,53125,50.0
298,5313,10.0
298,76077,60.0
298,344,60.0
298,4873,60.0
298,114662,50.0
298,37384,60.0
298,71135,40.0
298,6373,50.0
298,8810,40.0
298,74458,50.0
298,112175,60.0
298,4994,30.0
298,2985,60.0
298,93443,40.0
298,2021,70.0
298,1214,80.0
298,88812,30.0
298,38038,60.0
298,5299,10.0
298,4757,50.0
298,153,40.0
298,72226,30.0
298,140110,20.0
298,92535,80.0
298,86833,60.0
298,541,90.0
298,97304,60.0
298,2289,60.0
298,84954,10.0
298,80860,10.0
298,67255,40.0
298,2795,60.0
298,57504,80.0
298,97921,60.0
298,48304,70.0
298,42725,10.0
298,139385,60.0
298,7293,50.0
298,71899,60.0
298,58162,30.0
298,79702,60.0
298,122920,60.0
298,8937,60.0
298,592,70.0
298,111113,40.0
298,88810,50.0
298,4558,50.0
298,5481,50.0
298,3852,60.0
298,88405,10.0
298,5991,50.0
298,72998,60.0
298,6287,50.0
298,5971,60.0
298,74452,10.0
298,3317,60.0
298,68954,60.0
298,54001,60.0
298,8983,50.0
298,3535,70.0
298,6218,30.0
298,1232,70.0
298,64969,60.0
298,30810,60.0
298,1129,60.0
298,2395,40.0
298,8969,20.0
298,7371,30.0
298,109895,10.0
298,5377,40.0
298,46578,70.0
298,3968,40.0
298,7254,20.0
299,2628,40.0
299,3753,80.0
299,1961,80.0
299,3717,80.0
299,3555,80.0
299,2,60.0
299,1994,80.0
299,3300,80.0
299,3755,60.0
299,1997,80.0
299,3623,60.0
299,3452,60.0
299,2716,80.0
299,3578,100.0
299,3624,80.0
299,1258,80.0
301,165,40.0
301,4022,50.0
301,597,80.0
301,457,80.0
301,2011,50.0
301,36,90.0
301,480,60.0
301,1381,60.0
301,17,80.0
301,454,80.0
301,141,80.0
301,780,50.0
301,2378,40.0
301,1573,90.0
301,4011,90.0
301,4896,80.0
301,50,90.0
301,8961,80.0
301,46578,80.0
301,296,90.0
301,587,70.0
301,6539,80.0
301,8636,60.0
301,2617,10.0
301,4306,80.0
301,1994,10.0
301,1672,80.0
301,56788,80.0
301,356,80.0
301,48780,100.0
301,1270,50.0
301,308,80.0
301,8360,80.0
301,5418,80.0
301,41566,50.0
301,54286,80.0
301,4995,90.0
301,45722,70.0
301,147,80.0
301,30707,90.0
301,1193,90.0
301,377,50.0
301,3686,30.0
301,349,80.0
301,2085,40.0
301,7361,90.0
301,6377,90.0
301,1680,70.0
301,736,20.0
301,1307,80.0
301,10,80.0
301,30793,10.0
301,2706,30.0
301,8261,80.0
301,500,70.0
301,2291,80.0
301,2396,30.0
301,2950,60.0
301,55052,70.0
301,1721,30.0
301,33166,80.0
301,40815,80.0
301,3977,30.0
301,1784,90.0
301,539,70.0
301,1097,80.0
301,1240,10.0
301,2716,70.0
301,5816,90.0
301,44191,50.0
301,4034,80.0
301,8368,70.0
301,56782,90.0
301,47,90.0
301,2329,90.0
301,733,10.0
301,648,50.0
301,34162,50.0
301,1061,80.0
301,48516,90.0
302,58,100.0
302,1221,100.0
302,383,60.0
302,780,80.0
302,32,60.0
302,36,80.0
302,1198,100.0
302,858,100.0
302,377,60.0
302,628,60.0
302,141,100.0
302,95,60.0
302,608,100.0
302,21,80.0
302,17,100.0
302,786,80.0
302,47,100.0
302,762,40.0
302,458,60.0
302,457,80.0
303,1653,60.0
303,1584,70.0
303,2791,100.0
303,589,100.0
303,32,70.0
303,1374,100.0
303,168,60.0
303,6303,80.0
303,480,70.0
303,6264,70.0
303,1097,100.0
303,3175,80.0
303,1210,100.0
303,3033,100.0
303,1214,100.0
303,5349,70.0
303,3793,100.0
303,1247,40.0
303,260,70.0
303,1370,60.0
303,2455,60.0
303,435,60.0
303,1129,70.0
303,1270,70.0
303,5502,80.0
303,1527,70.0
303,2797,60.0
303,6333,100.0
303,1356,100.0
303,5445,70.0
303,3702,100.0
303,2571,100.0
303,16,50.0
303,1080,20.0
304,1019,80.0
304,2320,60.0
304,2316,80.0
304,224,100.0
304,266,80.0
304,1210,100.0
304,1396,80.0
304,1302,80.0
304,11,100.0
304,1197,100.0
304,32,80.0
304,1676,80.0
304,1566,60.0
304,1587,40.0
304,1552,80.0
304,1653,80.0
304,1690,40.0
304,318,80.0
304,288,20.0
304,1688,80.0
304,62,100.0
304,1391,40.0
304,2321,40.0
304,3052,60.0
304,1100,60.0
304,832,60.0
304,7,80.0
304,586,80.0
304,1407,100.0
304,329,80.0
304,1057,40.0
304,1393,60.0
304,1680,60.0
304,1291,100.0
304,1097,100.0
304,1036,80.0
304,338,80.0
304,3155,100.0
304,780,80.0
304,1297,80.0
304,81,80.0
304,1307,80.0
304,60,20.0
304,2322,80.0
304,1717,60.0
304,590,100.0
304,1183,60.0
304,2,80.0
304,2490,80.0
304,296,100.0
304,21,80.0
304,2762,40.0
304,1385,100.0
304,1544,60.0
304,1,100.0
304,1500,80.0
304,1207,100.0
304,597,80.0
304,1408,60.0
304,1047,60.0
304,153,60.0
304,1265,100.0
304,2761,80.0
304,3175,100.0
304,349,80.0
304,2294,60.0
304,1259,100.0
304,1610,100.0
304,1372,100.0
304,589,100.0
304,1682,80.0
304,2028,100.0
304,368,80.0
304,165,80.0
304,648,80.0
304,141,60.0
304,1907,80.0
304,440,100.0
304,524,100.0
304,1569,60.0
304,1704,80.0
304,707,80.0
304,1573,80.0
304,2858,40.0
304,252,80.0
304,86,100.0
304,457,100.0
304,1608,80.0
304,1616,80.0
304,1370,80.0
304,2549,80.0
304,1726,100.0
304,3114,100.0
304,653,80.0
304,222,60.0
304,58,80.0
304,1060,80.0
304,802,80.0
304,261,80.0
304,1247,80.0
304,105,60.0
304,1594,40.0
304,1200,80.0
304,2019,80.0
304,380,80.0
304,2567,80.0
304,2997,60.0
304,1196,100.0
304,1073,80.0
304,944,80.0
304,2396,80.0
304,2501,100.0
304,1909,80.0
304,2496,60.0
304,1220,80.0
304,110,100.0
304,1747,40.0
304,442,60.0
304,1855,60.0
304,1240,100.0
304,924,80.0
304,2006,80.0
304,1242,100.0
304,1101,80.0
304,2502,60.0
304,1876,80.0
304,168,80.0
304,1064,60.0
304,2431,80.0
304,293,80.0
304,647,80.0
304,784,40.0
304,1320,80.0
304,1374,100.0
304,902,80.0
304,786,60.0
304,1377,40.0
304,954,100.0
304,1079,100.0
304,2393,100.0
304,1721,100.0
304,1371,80.0
304,173,60.0
304,172,40.0
304,135,80.0
304,2424,80.0
304,527,100.0
304,1466,100.0
304,357,100.0
304,1882,60.0
304,1387,80.0
304,2605,80.0
304,364,40.0
304,73,80.0
304,539,80.0
304,552,80.0
304,150,100.0
304,5060,80.0
304,303,60.0
304,529,100.0
304,1527,80.0
304,377,60.0
304,1198,100.0
304,1136,80.0
304,708,80.0
304,260,100.0
304,2628,100.0
305,44665,70.0
305,103339,80.0
305,61132,100.0
305,37727,80.0
305,31364,80.0
305,85414,70.0
305,593,100.0
305,1222,100.0
305,6808,90.0
305,110102,50.0
305,1608,60.0
305,1266,80.0
305,48738,100.0
305,107314,50.0
305,65514,100.0
305,134853,40.0
305,2671,100.0
305,134368,70.0
305,3033,70.0
305,168266,70.0
305,2167,100.0
305,88405,70.0
305,174055,80.0
305,67197,50.0
305,5952,100.0
305,1200,70.0
305,5299,80.0
305,6664,60.0
305,53464,60.0
305,33166,100.0
305,1732,90.0
305,1617,80.0
305,51540,80.0
305,57532,70.0
305,85788,40.0
305,103249,40.0
305,135861,80.0
305,2010,100.0
305,58998,80.0
305,541,80.0
305,47200,100.0
305,56156,90.0
305,88125,50.0
305,30749,100.0
305,1210,100.0
305,500,60.0
305,85510,70.0
305,1136,50.0
305,6711,60.0
305,551,70.0
305,106920,100.0
305,32587,100.0
305,72378,80.0
305,136020,60.0
305,965,80.0
305,65261,100.0
305,119141,70.0
305,1215,80.0
305,34319,80.0
305,31685,50.0
305,63082,100.0
305,93270,90.0
305,111364,10.0
305,71379,50.0
305,168252,90.0
305,6934,60.0
305,64969,90.0
305,2716,80.0
305,80219,100.0
305,117895,50.0
305,1653,60.0
305,65216,90.0
305,1203,100.0
305,44199,100.0
305,8985,80.0
305,105653,80.0
305,89904,90.0
305,104211,100.0
305,3996,80.0
305,1676,70.0
305,62434,60.0
305,904,90.0
305,64614,100.0
305,4993,100.0
305,112556,70.0
305,260,100.0
305,6016,100.0
305,62374,70.0
305,34,60.0
305,3623,50.0
305,65982,80.0
305,6947,80.0
305,2006,100.0
305,158783,10.0
305,54259,80.0
305,115569,70.0
305,296,100.0
305,93510,90.0
305,555,100.0
305,54272,100.0
305,49530,90.0
305,6,70.0
305,68237,80.0
305,107406,50.0
305,118696,60.0
305,106002,80.0
305,148671,100.0
305,64839,100.0
305,52281,100.0
305,300,70.0
305,6365,60.0
305,30707,90.0
305,590,90.0
305,2,70.0
305,2058,80.0
305,40583,60.0
305,82461,80.0
305,1729,70.0
305,112818,100.0
305,102903,90.0
305,293,70.0
305,6942,80.0
305,111622,80.0
305,89840,80.0
305,72733,100.0
305,80489,80.0
305,480,40.0
305,87520,50.0
305,2985,100.0
305,1086,80.0
305,91542,60.0
305,112138,90.0
305,36529,100.0
305,4223,100.0
305,88129,80.0
305,30812,80.0
305,161131,70.0
305,79702,60.0
305,8340,80.0
305,34162,80.0
305,953,80.0
305,122912,90.0
305,1214,80.0
305,71135,80.0
305,3751,80.0
305,51662,60.0
305,4148,60.0
305,61024,60.0
305,160565,90.0
305,8961,60.0
305,68205,80.0
305,48304,60.0
305,56782,90.0
305,56174,70.0
305,2411,100.0
305,1183,50.0
305,88163,80.0
305,34405,50.0
305,102407,70.0
305,54995,100.0
305,69122,100.0
305,4963,80.0
305,72720,80.0
305,1884,100.0
305,608,70.0
305,5445,70.0
305,57669,100.0
305,1252,80.0
305,27801,90.0
305,134214,60.0
305,86644,80.0
305,142488,60.0
305,3503,100.0
305,3285,70.0
305,91529,100.0
305,97752,90.0
305,185,80.0
305,377,80.0
305,33493,70.0
305,1276,70.0
305,71838,50.0
305,87306,40.0
